"Regulon"	"Size"	"NES"	"p.value"	"FDR"	"dataset"
"ITPR2"	103	2.82	0.00484	0.0826	"GSE1159"
"SET"	36	2.81	0.0049	0.0826	"GSE1159"
"SMARCE1"	71	2.81	0.00493	0.0826	"GSE1159"
"TFB2M"	117	2.81	0.00498	0.0826	"GSE1159"
"ZNF468"	52	2.8	0.00505	0.0826	"GSE1159"
"CEP57"	185	2.8	0.00505	0.0826	"GSE1159"
"NLK"	63	2.8	0.00512	0.0826	"GSE1159"
"STAM"	96	2.8	0.00517	0.0826	"GSE1159"
"CHD4"	58	2.8	0.00518	0.0826	"GSE1159"
"PBXIP1"	75	2.79	0.00526	0.0826	"GSE1159"
"SCARB1"	36	2.79	0.00526	0.0826	"GSE1159"
"HTR1F"	62	2.79	0.00529	0.0826	"GSE1159"
"DPF2"	100	2.79	0.00531	0.0826	"GSE1159"
"ITGA6"	58	2.79	0.00535	0.0826	"GSE1159"
"CAMLG"	113	2.78	0.00535	0.0826	"GSE1159"
"SLC12A2"	54	2.78	0.0054	0.0826	"GSE1159"
"PDGFC"	73	2.78	0.00552	0.0826	"GSE1159"
"FUT8"	39	2.77	0.0056	0.0826	"GSE1159"
"NAE1"	57	2.77	0.00562	0.0826	"GSE1159"
"ZZZ3"	153	2.77	0.00563	0.0826	"GSE1159"
"ZNF43"	73	2.77	0.00565	0.0826	"GSE1159"
"NONO"	77	2.77	0.00565	0.0826	"GSE1159"
"KDM1A"	90	2.77	0.00567	0.0826	"GSE1159"
"DOK4"	40	2.77	0.00568	0.0826	"GSE1159"
"CSNK2A1"	50	2.76	0.00578	0.0826	"GSE1159"
"DNMT3A"	40	2.75	0.00587	0.0826	"GSE1159"
"CDKN1C"	48	2.75	0.0059	0.0826	"GSE1159"
"LRPPRC"	150	2.75	0.00592	0.0826	"GSE1159"
"ZNF134"	52	2.75	0.00599	0.0826	"GSE1159"
"RFC1"	37	2.75	0.00601	0.0826	"GSE1159"
"NPR3"	84	2.74	0.00609	0.0826	"GSE1159"
"PKIG"	65	2.74	0.00613	0.0826	"GSE1159"
"PDZD8"	62	2.74	0.00614	0.0826	"GSE1159"
"DDX10"	67	2.74	0.00615	0.0826	"GSE1159"
"BCL2"	50	2.74	0.0062	0.0826	"GSE1159"
"DDX1"	126	2.74	0.00621	0.0826	"GSE1159"
"PNN"	125	2.74	0.00622	0.0826	"GSE1159"
"KDM5B"	123	2.73	0.00639	0.0826	"GSE1159"
"SMARCC1"	81	2.73	0.00641	0.0826	"GSE1159"
"ZNF571"	28	2.73	0.00642	0.0826	"GSE1159"
"ZNF614"	26	2.72	0.00648	0.0826	"GSE1159"
"NRIP1"	121	2.72	0.00649	0.0826	"GSE1159"
"HSP90AA1"	40	2.72	0.00651	0.0826	"GSE1159"
"TCF12"	122	2.72	0.00656	0.0826	"GSE1159"
"SOCS5"	142	2.72	0.00657	0.0826	"GSE1159"
"INVS"	68	2.72	0.00657	0.0826	"GSE1159"
"GRB10"	80	2.72	0.0066	0.0826	"GSE1159"
"CBFA2T3"	85	2.72	0.0066	0.0826	"GSE1159"
"MORF4L2"	112	2.72	0.0066	0.0826	"GSE1159"
"KHDRBS1"	151	2.71	0.00674	0.0826	"GSE1159"
"MATK"	36	2.71	0.00675	0.0826	"GSE1159"
"CD47"	94	2.7	0.00687	0.0826	"GSE1159"
"ZNF45"	76	2.7	0.00688	0.0826	"GSE1159"
"ZNF529"	50	2.7	0.00691	0.0826	"GSE1159"
"LRP5"	39	2.7	0.00691	0.0826	"GSE1159"
"REXO4"	28	2.7	0.00692	0.0826	"GSE1159"
"CD2AP"	88	2.7	0.007	0.0833	"GSE1159"
"TNFSF4"	56	2.69	0.00709	0.084	"GSE1159"
"FZD6"	36	2.69	0.00714	0.084	"GSE1159"
"TOPORS"	130	2.69	0.00715	0.084	"GSE1159"
"TAF7"	94	2.68	0.00727	0.0849	"GSE1159"
"FHIT"	33	2.68	0.00728	0.0849	"GSE1159"
"USP6NL"	70	2.68	0.00737	0.0854	"GSE1159"
"CHD9"	171	2.68	0.00738	0.0854	"GSE1159"
"RAD17"	133	2.68	0.00744	0.0854	"GSE1159"
"KDSR"	92	2.67	0.00752	0.0859	"GSE1159"
"TXNRD1"	72	2.67	0.00758	0.0861	"GSE1159"
"ZNF133"	96	2.67	0.00765	0.0861	"GSE1159"
"MSH2"	162	2.66	0.00774	0.0865	"GSE1159"
"CEP290"	79	2.66	0.00778	0.0865	"GSE1159"
"ZBTB20"	102	2.66	0.00781	0.0866	"GSE1159"
"ZMYM3"	79	2.65	0.008	0.0867	"GSE1159"
"CD164"	91	2.65	0.00803	0.0867	"GSE1159"
"STMN3"	39	2.65	0.00804	0.0867	"GSE1159"
"RBPMS"	80	2.65	0.00807	0.0867	"GSE1159"
"LYL1"	74	2.65	0.00812	0.0867	"GSE1159"
"ZNF334"	73	2.64	0.00822	0.0867	"GSE1159"
"ZNF184"	36	2.64	0.00827	0.0867	"GSE1159"
"ZNF74"	68	2.64	0.00827	0.0867	"GSE1159"
"FANCL"	193	2.64	0.00834	0.0867	"GSE1159"
"CACNB3"	56	2.64	0.00836	0.0867	"GSE1159"
"ADNP"	103	2.64	0.00837	0.0867	"GSE1159"
"TBC1D19"	41	2.64	0.00837	0.0867	"GSE1159"
"USP20"	103	2.64	0.00837	0.0867	"GSE1159"
"ZNF302"	108	2.63	0.00846	0.0867	"GSE1159"
"ABCG1"	50	2.63	0.00847	0.0867	"GSE1159"
"ZNF85"	47	2.63	0.0085	0.0867	"GSE1159"
"MACF1"	124	2.63	0.00857	0.0872	"GSE1159"
"HDAC2"	140	2.62	0.00868	0.0878	"GSE1159"
"EIF2AK2"	64	2.62	0.0087	0.0878	"GSE1159"
"SMARCA4"	86	2.62	0.00874	0.0878	"GSE1159"
"MTF2"	116	2.62	0.00878	0.0878	"GSE1159"
"FOXJ3"	35	2.62	0.00882	0.088	"GSE1159"
"ZNF675"	29	2.62	0.00887	0.0881	"GSE1159"
"TAF9B"	108	2.62	0.00888	0.0881	"GSE1159"
"ZNF195"	119	2.61	0.00905	0.0887	"GSE1159"
"SUPT7L"	97	2.61	0.00909	0.0888	"GSE1159"
"POLR3G"	57	2.6	0.00926	0.0889	"GSE1159"
"ZNF813"	34	2.6	0.00926	0.0889	"GSE1159"
"SMARCA2"	67	2.6	0.00931	0.0889	"GSE1159"
"JUP"	143	2.59	0.00949	0.0889	"GSE1159"
"LRP12"	25	2.59	0.00951	0.0889	"GSE1159"
"HSPD1"	77	2.59	0.00952	0.0889	"GSE1159"
"RALA"	74	2.59	0.00958	0.0889	"GSE1159"
"DFFB"	82	2.59	0.00972	0.0899	"GSE1159"
"TOM1L1"	105	2.59	0.00973	0.0899	"GSE1159"
"ZBED4"	98	2.58	0.00984	0.0902	"GSE1159"
"ILF2"	176	2.58	0.00985	0.0902	"GSE1159"
"NCK1"	144	2.58	0.00988	0.0902	"GSE1159"
"WWOX"	31	2.58	0.00992	0.0902	"GSE1159"
"PRMT5"	128	2.58	0.00996	0.0902	"GSE1159"
"IL17RC"	33	2.58	0.00999	0.0902	"GSE1159"
"RNF2"	29	2.57	0.0101	0.0911	"GSE1159"
"ARNTL2"	37	2.57	0.0103	0.0919	"GSE1159"
"PNRC2"	81	2.56	0.0104	0.0926	"GSE1159"
"CNOT7"	91	2.56	0.0105	0.0926	"GSE1159"
"IMPA1"	61	2.56	0.0106	0.0931	"GSE1159"
"BCL7A"	57	2.56	0.0106	0.0933	"GSE1159"
"CD244"	66	2.55	0.0106	0.0933	"GSE1159"
"TBC1D16"	37	2.55	0.0108	0.0944	"GSE1159"
"PIK3C2B"	72	2.54	0.011	0.0959	"GSE1159"
"RC3H2"	92	2.53	0.0113	0.0981	"GSE1159"
"APPL1"	100	2.53	0.0114	0.0981	"GSE1159"
"HIVEP2"	61	2.52	0.0117	0.1	"GSE1159"
"PSIP1"	94	2.52	0.0118	0.101	"GSE1159"
"EPS15"	126	2.52	0.0119	0.101	"GSE1159"
"MEIS1"	160	2.51	0.012	0.102	"GSE1159"
"ZCCHC11"	97	2.5	0.0123	0.104	"GSE1159"
"SEPT6"	101	2.49	0.0127	0.106	"GSE1159"
"RAB40B"	33	2.49	0.0127	0.106	"GSE1159"
"XPO1"	134	2.49	0.0128	0.107	"GSE1159"
"BTF3"	100	2.49	0.0128	0.107	"GSE1159"
"TARBP1"	135	2.48	0.013	0.109	"GSE1159"
"IL2RG"	74	2.48	0.0131	0.109	"GSE1159"
"CTCF"	74	2.48	0.0132	0.11	"GSE1159"
"MYB"	93	2.48	0.0133	0.11	"GSE1159"
"XBP1"	95	2.48	0.0133	0.11	"GSE1159"
"NPM1"	61	2.47	0.0133	0.11	"GSE1159"
"HLF"	48	2.47	0.0137	0.112	"GSE1159"
"TFG"	36	2.46	0.0137	0.112	"GSE1159"
"ZNF273"	44	2.46	0.0138	0.113	"GSE1159"
"FNBP1"	98	2.46	0.0139	0.113	"GSE1159"
"ETV6"	39	2.46	0.0139	0.113	"GSE1159"
"FANCF"	140	2.45	0.0142	0.115	"GSE1159"
"DLC1"	49	2.45	0.0143	0.115	"GSE1159"
"RASSF1"	78	2.43	0.0153	0.122	"GSE1159"
"NLE1"	57	2.42	0.0156	0.124	"GSE1159"
"NUFIP1"	134	2.42	0.0157	0.124	"GSE1159"
"CASS4"	40	2.4	0.0164	0.128	"GSE1159"
"PCM1"	70	2.39	0.0168	0.13	"GSE1159"
"TNFRSF4"	102	2.39	0.0169	0.131	"GSE1159"
"ZFAND1"	105	2.39	0.017	0.131	"GSE1159"
"HOPX"	47	2.38	0.0172	0.132	"GSE1159"
"TERF1"	81	2.38	0.0172	0.132	"GSE1159"
"DDAH2"	74	2.37	0.0176	0.134	"GSE1159"
"TEC"	67	2.37	0.0177	0.135	"GSE1159"
"NFRKB"	61	2.37	0.0178	0.135	"GSE1159"
"ARHGEF9"	28	2.36	0.0182	0.137	"GSE1159"
"ZNF551"	91	2.36	0.0183	0.138	"GSE1159"
"TRIM28"	99	2.36	0.0184	0.138	"GSE1159"
"MAP4K3"	84	2.35	0.0188	0.141	"GSE1159"
"ZMYND11"	130	2.35	0.019	0.141	"GSE1159"
"MPL"	59	2.34	0.0191	0.142	"GSE1159"
"MAPK12"	26	2.34	0.0192	0.142	"GSE1159"
"MLLT10"	89	2.34	0.0195	0.144	"GSE1159"
"YWHAQ"	153	2.33	0.0196	0.144	"GSE1159"
"MBIP"	44	2.33	0.0199	0.145	"GSE1159"
"RAB8A"	65	2.33	0.0199	0.145	"GSE1159"
"GPSM2"	60	2.33	0.02	0.146	"GSE1159"
"RPS3"	144	2.32	0.0203	0.147	"GSE1159"
"MEN1"	99	2.32	0.0204	0.148	"GSE1159"
"TBC1D13"	71	2.32	0.0205	0.148	"GSE1159"
"RING1"	29	2.32	0.0206	0.148	"GSE1159"
"HLTF"	101	2.31	0.0207	0.149	"GSE1159"
"F2RL1"	88	2.31	0.0208	0.149	"GSE1159"
"INPP4B"	58	2.31	0.0209	0.15	"GSE1159"
"IL3RA"	53	2.31	0.021	0.15	"GSE1159"
"IFT57"	105	2.31	0.021	0.15	"GSE1159"
"CD34"	100	2.31	0.0211	0.15	"GSE1159"
"ATIC"	137	2.3	0.0213	0.151	"GSE1159"
"RBBP7"	108	2.3	0.0215	0.152	"GSE1159"
"RHOH"	95	2.3	0.0217	0.153	"GSE1159"
"ING4"	104	2.29	0.0217	0.153	"GSE1159"
"ZNF107"	45	2.29	0.0219	0.154	"GSE1159"
"PTPN11"	62	2.29	0.0219	0.154	"GSE1159"
"ZNF711"	61	2.28	0.0224	0.156	"GSE1159"
"RAB13"	78	2.28	0.0224	0.156	"GSE1159"
"NKRF"	39	2.28	0.0224	0.156	"GSE1159"
"MAP4K5"	52	2.28	0.0225	0.156	"GSE1159"
"ZNF282"	50	2.28	0.0227	0.156	"GSE1159"
"BNIP3"	32	2.28	0.0227	0.156	"GSE1159"
"PDCD11"	106	2.27	0.0234	0.16	"GSE1159"
"CERS6"	82	2.27	0.0235	0.16	"GSE1159"
"E2F6"	65	2.26	0.0236	0.161	"GSE1159"
"YARS"	52	2.26	0.0237	0.161	"GSE1159"
"SPTBN1"	54	2.26	0.0238	0.161	"GSE1159"
"ZMYM4"	196	2.26	0.0239	0.161	"GSE1159"
"GNB5"	101	2.26	0.024	0.162	"GSE1159"
"GTF2I"	92	2.26	0.0241	0.162	"GSE1159"
"ZNF512B"	100	2.24	0.0249	0.166	"GSE1159"
"ZNF426"	44	2.24	0.0251	0.167	"GSE1159"
"HESX1"	60	2.24	0.0252	0.167	"GSE1159"
"CEBPZ"	73	2.23	0.0258	0.17	"GSE1159"
"VGLL4"	48	2.23	0.0259	0.17	"GSE1159"
"ZNF550"	54	2.22	0.0262	0.171	"GSE1159"
"YEATS2"	119	2.22	0.0264	0.172	"GSE1159"
"GPBP1L1"	54	2.21	0.027	0.175	"GSE1159"
"AGK"	70	2.21	0.0272	0.176	"GSE1159"
"ATF2"	155	2.21	0.0273	0.176	"GSE1159"
"CASP3"	80	2.21	0.0274	0.176	"GSE1159"
"TLK2"	71	2.2	0.0276	0.178	"GSE1159"
"TBL1XR1"	63	2.2	0.028	0.179	"GSE1159"
"TRIM24"	47	2.2	0.028	0.179	"GSE1159"
"TAOK3"	50	2.19	0.0286	0.182	"GSE1159"
"PRMT1"	165	2.19	0.0287	0.182	"GSE1159"
"PLCXD1"	43	2.19	0.0288	0.183	"GSE1159"
"LIMD1"	42	2.18	0.0291	0.184	"GSE1159"
"CCND2"	92	2.18	0.0294	0.185	"GSE1159"
"ZMYM1"	122	2.18	0.0295	0.185	"GSE1159"
"USP22"	99	2.18	0.0295	0.185	"GSE1159"
"TSC2"	38	2.18	0.0296	0.185	"GSE1159"
"HMG20A"	128	2.17	0.0297	0.185	"GSE1159"
"ATF7IP"	37	2.17	0.03	0.187	"GSE1159"
"ID1"	29	2.16	0.0306	0.19	"GSE1159"
"SS18"	98	2.15	0.0314	0.193	"GSE1159"
"ZNF117"	48	2.14	0.0322	0.198	"GSE1159"
"PIP4K2B"	116	2.14	0.0323	0.198	"GSE1159"
"ZSCAN31"	83	2.14	0.0324	0.198	"GSE1159"
"CGGBP1"	38	2.14	0.0325	0.198	"GSE1159"
"ARHGAP5"	62	2.14	0.0325	0.198	"GSE1159"
"TOP2B"	103	2.14	0.0327	0.199	"GSE1159"
"NCK2"	63	2.13	0.033	0.2	"GSE1159"
"ZNF654"	42	2.13	0.033	0.2	"GSE1159"
"SMARCAL1"	137	2.13	0.0335	0.202	"GSE1159"
"DPYSL3"	35	2.12	0.0337	0.203	"GSE1159"
"PA2G4"	52	2.12	0.0338	0.203	"GSE1159"
"REST"	131	2.12	0.0338	0.203	"GSE1159"
"NOLC1"	128	2.12	0.034	0.204	"GSE1159"
"ZNF419"	36	2.11	0.0352	0.211	"GSE1159"
"CDK7"	160	2.1	0.0353	0.211	"GSE1159"
"TBXA2R"	118	2.1	0.0357	0.213	"GSE1159"
"ABL1"	83	2.1	0.0361	0.215	"GSE1159"
"HINT1"	141	2.09	0.0365	0.216	"GSE1159"
"CDK8"	69	2.08	0.0372	0.22	"GSE1159"
"STK26"	100	2.07	0.0381	0.225	"GSE1159"
"BRWD1"	74	2.07	0.0382	0.226	"GSE1159"
"OGT"	100	2.07	0.0383	0.226	"GSE1159"
"ZFP64"	92	2.07	0.0384	0.226	"GSE1159"
"ZKSCAN8"	54	2.07	0.0385	0.226	"GSE1159"
"ZNF337"	103	2.05	0.0401	0.233	"GSE1159"
"ASXL1"	69	2.05	0.0401	0.233	"GSE1159"
"ZNF544"	33	2.05	0.0408	0.235	"GSE1159"
"ZNF140"	70	2.05	0.0408	0.235	"GSE1159"
"RPL6"	73	2.04	0.0411	0.236	"GSE1159"
"ATF7IP2"	70	2.04	0.0411	0.236	"GSE1159"
"CDC5L"	86	2.04	0.0412	0.236	"GSE1159"
"SCAP"	104	2.04	0.0413	0.236	"GSE1159"
"TRAF4"	40	2.04	0.0413	0.236	"GSE1159"
"TP53BP1"	91	2.04	0.0418	0.236	"GSE1159"
"PRKCZ"	140	2.04	0.0418	0.236	"GSE1159"
"STAG2"	53	2.03	0.042	0.236	"GSE1159"
"BLZF1"	58	2.03	0.042	0.236	"GSE1159"
"ORC2"	123	2.03	0.0422	0.236	"GSE1159"
"CCNC"	73	2.03	0.0422	0.236	"GSE1159"
"RPS27A"	49	2.03	0.0423	0.236	"GSE1159"
"ZNF91"	45	2.03	0.0423	0.236	"GSE1159"
"ATP2C1"	114	2.03	0.0426	0.238	"GSE1159"
"RRAGB"	44	2.02	0.0432	0.24	"GSE1159"
"KAT2A"	107	2.01	0.0439	0.243	"GSE1159"
"ADCY3"	65	2.01	0.044	0.243	"GSE1159"
"RAPGEF2"	78	2.01	0.044	0.243	"GSE1159"
"GNAI1"	83	2.01	0.0441	0.243	"GSE1159"
"SRSF3"	102	2.01	0.0443	0.244	"GSE1159"
"TBC1D15"	40	2.01	0.0446	0.245	"GSE1159"
"HMG20B"	63	2.01	0.0446	0.245	"GSE1159"
"DLG5"	66	2.01	0.0447	0.245	"GSE1159"
"PGRMC2"	117	2.01	0.0448	0.245	"GSE1159"
"SCMH1"	52	2	0.0452	0.247	"GSE1159"
"MED17"	93	2	0.0454	0.248	"GSE1159"
"TXK"	52	2	0.0456	0.248	"GSE1159"
"RPS6"	104	2	0.0459	0.249	"GSE1159"
"PHB2"	107	2	0.0459	0.249	"GSE1159"
"IL2RA"	45	1.99	0.0461	0.25	"GSE1159"
"PTGES3"	167	1.99	0.0461	0.25	"GSE1159"
"CD59"	109	1.99	0.0468	0.252	"GSE1159"
"ZNF304"	35	1.99	0.047	0.253	"GSE1159"
"SLK"	89	1.99	0.0471	0.253	"GSE1159"
"MDC1"	92	1.98	0.0473	0.253	"GSE1159"
"CDKN2AIP"	52	1.98	0.0477	0.255	"GSE1159"
"MORF4L1"	108	1.98	0.0477	0.255	"GSE1159"
"ZNF804A"	93	1.98	0.0482	0.257	"GSE1159"
"FOXC1"	71	1.97	0.0483	0.257	"GSE1159"
"ZNF667"	35	1.97	0.0488	0.258	"GSE1159"
"MOAP1"	80	1.97	0.0488	0.258	"GSE1159"
"APPL2"	72	1.97	0.0489	0.258	"GSE1159"
"CHKA"	57	1.97	0.0494	0.26	"GSE1159"
"TRIM16"	113	1.96	0.0496	0.26	"GSE1159"
"ERCC3"	126	1.96	0.0498	0.261	"GSE1159"
"SRPK1"	86	1.96	0.0499	0.261	"GSE1159"
"RTF1"	105	1.96	0.0499	0.261	"GSE1159"
"CAND1"	138	1.96	0.0502	0.261	"GSE1159"
"SMARCC2"	65	1.95	0.0512	0.264	"GSE1159"
"GTF2F1"	55	1.95	0.0514	0.265	"GSE1159"
"ITGA4"	70	1.95	0.0515	0.265	"GSE1159"
"UBE2I"	62	1.95	0.0518	0.267	"GSE1159"
"HMGN1"	70	1.94	0.052	0.267	"GSE1159"
"CARF"	148	1.94	0.0529	0.27	"GSE1159"
"GTF2H4"	91	1.94	0.0529	0.27	"GSE1159"
"ITGB3BP"	83	1.93	0.0534	0.272	"GSE1159"
"CSNK2A2"	40	1.93	0.0538	0.272	"GSE1159"
"ASF1A"	104	1.92	0.0543	0.274	"GSE1159"
"SUPT20H"	71	1.92	0.0545	0.275	"GSE1159"
"FLT3"	47	1.92	0.0546	0.275	"GSE1159"
"HOXB2"	210	1.92	0.0552	0.277	"GSE1159"
"ZNF222"	30	1.92	0.0552	0.277	"GSE1159"
"RBBP4"	170	1.91	0.0558	0.279	"GSE1159"
"SCML2"	58	1.91	0.0561	0.28	"GSE1159"
"ZMYND8"	34	1.9	0.0568	0.283	"GSE1159"
"ATR"	156	1.9	0.0572	0.284	"GSE1159"
"SLC30A9"	129	1.9	0.0576	0.286	"GSE1159"
"ZNF665"	67	1.9	0.058	0.287	"GSE1159"
"MAPKAPK5"	50	1.89	0.0583	0.288	"GSE1159"
"HMGA1"	53	1.89	0.059	0.29	"GSE1159"
"ZC4H2"	80	1.89	0.0592	0.291	"GSE1159"
"KEAP1"	140	1.89	0.0593	0.291	"GSE1159"
"PRDM16"	69	1.88	0.06	0.293	"GSE1159"
"NOTCH1"	69	1.88	0.0602	0.294	"GSE1159"
"UBR5"	118	1.88	0.0604	0.294	"GSE1159"
"SMARCB1"	49	1.87	0.0609	0.296	"GSE1159"
